y,0,1,2,3,4
0,"[4832, 2580, 2929]","[4832, 2580, 2929]","[4832, 2580, 2929]","[4832, 2580, 3115]","[3843, 2192, 4535]"
0,"[242, 582, 2805]","[242, 582, 2805]","[242, 582, 2805]","[242, 582, 2805]","[313, 604, 2335]"
0,"[1801, 2677, 2451]","[1576, 2421, 2335]","[1801, 2677, 2451]","[1801, 2677, 2451]","[1801, 2677, 2451]"
0,"[4051, 1734, 1681]","[4051, 1734, 1681]","[1908, 1029, 1011]","[4051, 1734, 1681]","[4051, 1734, 1681]"
0,"[8120, 8935, 2369]","[1640, 1055, 1908]","[1260, 840, 2369]","[1640, 1055, 1908]","[1640, 1055, 1908]"
0,"[499, 507, 2026]","[2244, 2180, 3453]","[8352, 507, 2026]","[499, 507, 2026]","[499, 507, 2026]"
1,"[5437, 7046, 6282]","[9047, 9047, 6282]","[5437, 7046, 6282]","[5437, 7046, 6282]","[8877, 7046, 6282]"
1,"[1518, 1769, 1717]","[1518, 1769, 1717]","[1518, 1769, 1717]","[1518, 1769, 1717]","[1518, 1769, 1717]"
0,"[693, 32, 60]","[724, 22, 17]","[693, 32, 60]","[693, 32, 60]","[693, 32, 60]"
0,"[4822, 211, 570]","[5237, 320, 607]","[5237, 320, 607]","[5237, 320, 607]","[5237, 320, 607]"
0,"[3427, 2424, 3542]","[3427, 2424, 3542]","[2223, 1855, 3720]","[3427, 2424, 3542]","[3427, 2424, 3542]"
0,"[1690, 1963, 2844]","[1690, 1963, 2844]","[1690, 1963, 2844]","[838, 957, 2285]","[1690, 1963, 2844]"
0,"[492, 342, 198]","[2153, 1965, 2265]","[2153, 1965, 2265]","[2153, 1965, 2265]","[2153, 1965, 2265]"
0,"[693, 32, 60]","[693, 32, 60]","[693, 32, 60]","[1290, 160, 163]","[693, 32, 60]"
1,"[2369, 2410, 4051]","[8663, 2410, 4051]","[2369, 2410, 4051]","[2369, 2410, 4051]","[2940, 2247, 2999]"
1,"[5289, 4912, 2979]","[5289, 4912, 2979]","[5289, 4912, 2979]","[5289, 4912, 2979]","[5875, 5749, 4000]"
0,"[2129, 3296, 7112]","[2129, 3296, 7112]","[2129, 3296, 7112]","[1111, 1753, 6253]","[2129, 3296, 7112]"
1,"[385, 1151, 496]","[385, 1151, 496]","[385, 1151, 496]","[385, 1151, 496]","[2170, 4685, 3421]"
0,"[4496, 3943, 389]","[5380, 4729, 1332]","[4496, 3943, 389]","[4496, 3943, 389]","[4496, 3943, 389]"
1,"[927, 107, 2648]","[1282, 400, 3198]","[927, 107, 2648]","[1282, 8462, 8791]","[1282, 400, 3198]"
1,"[331, 633, 1450]","[331, 633, 1450]","[331, 633, 1450]","[1631, 2122, 2985]","[1631, 2122, 2985]"
0,"[927, 107, 2648]","[927, 107, 8107]","[1282, 400, 3198]","[927, 107, 2648]","[1282, 400, 3198]"
1,"[1239, 2156, 2417]","[1239, 2156, 2417]","[1239, 2156, 2417]","[3798, 3000, 3749]","[3798, 3000, 3749]"
0,"[8022, 8467, 6663]","[8643, 1329, 6663]","[1437, 2153, 6876]","[1437, 2153, 6876]","[1437, 883, 5739]"
0,"[4755, 2635, 3522]","[5553, 3442, 4662]","[4755, 2635, 3522]","[4755, 2635, 3522]","[4755, 2635, 3522]"
0,"[2369, 2410, 4051]","[2369, 2410, 4051]","[2831, 475, 3563]","[1908, 2410, 4051]","[1908, 2410, 4051]"
0,"[7397, 4087, 1068]","[7397, 4087, 1068]","[7570, 4235, 1692]","[7397, 4087, 9047]","[2604, 4087, 9047]"
0,"[8002, 8652, 2334]","[2929, 2020, 2334]","[3115, 1098, 376]","[3115, 1098, 376]","[3115, 1098, 376]"
1,"[6240, 7130, 6921]","[6240, 7130, 6921]","[6240, 7130, 6921]","[6240, 7130, 6921]","[6240, 7130, 6921]"
0,"[1984, 1943, 3416]","[1984, 1943, 3416]","[1984, 1943, 3416]","[1984, 1943, 3416]","[3722, 2891, 4264]"
1,"[1682, 3044, 4501]","[1682, 3044, 4501]","[1682, 8209, 8035]","[1682, 3044, 4501]","[1539, 2875, 4550]"
1,"[331, 633, 1450]","[331, 633, 1450]","[1631, 2122, 2985]","[1631, 2122, 2985]","[331, 633, 1450]"
0,"[2929, 2020, 2334]","[5357, 4004, 4213]","[2929, 2020, 2334]","[2929, 2020, 2334]","[5357, 4004, 4213]"
1,"[1528, 61, 36]","[1528, 61, 36]","[1528, 61, 36]","[1094, 57, 206]","[1528, 61, 36]"
0,"[2120, 4179, 4454]","[3206, 5936, 4750]","[3206, 5936, 4750]","[3206, 5936, 4750]","[3206, 5936, 4750]"
0,"[1374, 2733, 63]","[1374, 2733, 63]","[1374, 2733, 63]","[316, 870, 7]","[1374, 2733, 63]"
0,"[2395, 472, 1433]","[1481, 117, 371]","[2395, 472, 1433]","[2395, 472, 1433]","[2395, 472, 1433]"
0,"[5852, 6623, 6244]","[4705, 4900, 4280]","[4705, 4900, 4280]","[4705, 4900, 4280]","[4705, 4900, 4280]"
0,"[1220, 1260, 840]","[1220, 1260, 840]","[3575, 3714, 2905]","[1220, 1260, 840]","[3575, 3714, 4080]"
0,"[5536, 5720, 2739]","[2854, 2113, 343]","[2854, 2113, 343]","[2854, 2113, 343]","[2854, 2113, 343]"
0,"[489, 1209, 3761]","[8002, 8228, 3761]","[458, 915, 2968]","[489, 1209, 3761]","[458, 915, 2968]"
0,"[927, 107, 2648]","[1504, 9047, 9047]","[927, 9047, 9047]","[927, 107, 2648]","[927, 107, 2648]"
0,"[1984, 1943, 3416]","[1984, 1943, 3416]","[1984, 1943, 3416]","[4581, 5292, 6108]","[1984, 1943, 3416]"
0,"[2592, 4279, 2183]","[2592, 8638, 8131]","[4891, 4899, 3301]","[4891, 4899, 3301]","[4891, 4899, 3301]"
0,"[3714, 3292, 1333]","[3714, 3292, 1333]","[3714, 3292, 1333]","[3714, 3292, 1333]","[3513, 2932, 817]"
0,"[1260, 840, 2369]","[1260, 840, 2369]","[1640, 1055, 2831]","[1640, 1055, 1908]","[1640, 1055, 1908]"
0,"[2261, 4102, 3988]","[2054, 4124, 4433]","[2054, 4124, 4433]","[2054, 4124, 4433]","[2054, 4124, 4433]"
0,"[2664, 4093, 8970]","[2664, 4093, 4738]","[2664, 4093, 4738]","[3648, 5058, 5770]","[3648, 5058, 5770]"
0,"[1640, 96, 2494]","[1640, 96, 2494]","[1640, 96, 2494]","[8047, 96, 2494]","[774, 125, 2573]"
0,"[432, 5683, 6211]","[1329, 6663, 7213]","[2153, 6876, 7213]","[2153, 6876, 7213]","[2153, 6876, 7213]"
1,"[821, 660, 95]","[821, 660, 95]","[821, 660, 95]","[821, 660, 95]","[546, 516, 17]"
0,"[2863, 1395, 9047]","[5791, 3763, 9047]","[5791, 3763, 9047]","[5791, 3763, 9047]","[5791, 3763, 9047]"
0,"[935, 1967, 2081]","[840, 2369, 2410]","[840, 2369, 2410]","[4080, 4021, 3468]","[4080, 4021, 3468]"
0,"[3943, 389, 716]","[5161, 1583, 2408]","[3943, 389, 716]","[3943, 389, 716]","[3943, 389, 716]"
1,"[3153, 5049, 2683]","[3153, 4117, 1778]","[3153, 4117, 1778]","[3153, 4117, 1778]","[4845, 5203, 3052]"
0,"[499, 507, 2026]","[499, 507, 2026]","[2244, 2180, 3453]","[499, 507, 2026]","[1861, 2127, 2026]"
0,"[7397, 4087, 1068]","[7397, 4087, 1068]","[7570, 4235, 1692]","[7397, 4087, 9047]","[5954, 1149, 8300]"
0,"[489, 1209, 3761]","[489, 1209, 3761]","[8358, 8210, 8010]","[489, 1209, 3761]","[458, 915, 2968]"
1,"[3328, 6122, 6331]","[3328, 6122, 6331]","[3328, 6122, 6331]","[3328, 6122, 6331]","[3328, 6122, 6331]"
0,"[1987, 1954, 2554]","[1987, 1954, 2554]","[1987, 1954, 2554]","[1987, 1954, 2554]","[1881, 1280, 1514]"
1,"[4012, 5683, 6798]","[4012, 5683, 6798]","[4012, 5683, 6798]","[4012, 5683, 6798]","[3983, 5439, 7130]"
1,"[363, 1317, 427]","[363, 1317, 427]","[363, 1317, 427]","[363, 1317, 427]","[363, 1317, 427]"
0,"[5437, 7046, 6282]","[5437, 7046, 6282]","[5437, 7046, 6282]","[5872, 7114, 6951]","[8877, 7046, 6282]"
0,"[2020, 2334, 552]","[2020, 2334, 552]","[6069, 6696, 5676]","[8319, 8220, 552]","[4004, 4213, 552]"
1,"[2184, 1771, 1470]","[2184, 1771, 1470]","[2184, 1771, 1470]","[2184, 1771, 1470]","[2184, 1771, 1470]"
0,"[468, 609, 184]","[468, 609, 184]","[468, 609, 184]","[943, 798, 1140]","[468, 609, 184]"
0,"[1661, 1808, 1834]","[1661, 1808, 1834]","[1661, 1808, 1834]","[1855, 1415, 972]","[1661, 1808, 1834]"
0,"[3447, 3555, 447]","[3447, 3555, 447]","[3447, 3555, 447]","[2922, 2200, 219]","[3447, 3555, 447]"
1,"[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 2334]"
1,"[2805, 2735, 3987]","[2805, 2735, 3987]","[2805, 2735, 3987]","[2805, 2735, 3987]","[4239, 3956, 4825]"
0,"[1128, 288, 98]","[1128, 288, 98]","[1128, 288, 98]","[563, 67, 1]","[1128, 288, 98]"
1,"[2592, 4279, 2183]","[2592, 4279, 2183]","[2592, 4279, 2183]","[2592, 4279, 2183]","[4891, 4899, 3301]"
0,"[499, 507, 2026]","[8352, 507, 2026]","[2244, 2180, 3453]","[499, 507, 2026]","[499, 507, 2026]"
1,"[8704, 8422, 1351]","[1246, 1980, 1351]","[1246, 1980, 1351]","[1246, 1980, 1351]","[3193, 3332, 3286]"
0,"[4610, 2497, 2887]","[4870, 4184, 3653]","[4870, 4184, 3653]","[4870, 4184, 3653]","[4870, 4184, 3653]"
0,"[7026, 3540, 3941]","[7026, 3540, 3941]","[7420, 5192, 5154]","[7026, 3540, 3941]","[8788, 3540, 3941]"
0,"[571, 2001, 2100]","[571, 2001, 2100]","[571, 2001, 2100]","[2336, 3195, 3466]","[571, 2001, 2100]"
0,"[468, 609, 184]","[1059, 1039, 99]","[468, 609, 184]","[468, 609, 184]","[468, 609, 184]"
0,"[734, 532, 4202]","[734, 532, 4202]","[734, 532, 4202]","[1024, 685, 3893]","[734, 532, 4202]"
0,"[1139, 385, 1151]","[8053, 8303, 8565]","[1139, 8074, 8565]","[1139, 385, 1151]","[1248, 409, 1552]"
0,"[2842, 3723, 3275]","[2842, 3723, 3275]","[8825, 3723, 3275]","[1800, 3107, 2039]","[2842, 3723, 3275]"
0,"[1374, 2733, 63]","[5621, 6783, 4066]","[1374, 2733, 63]","[1374, 2733, 63]","[1374, 2733, 63]"
1,"[1033, 1166, 132]","[1843, 1350, 284]","[1033, 1166, 132]","[1033, 1166, 132]","[1683, 1050, 260]"
1,"[3653, 2491, 1531]","[3653, 2491, 1531]","[3653, 2491, 1531]","[3653, 2491, 1531]","[3653, 2491, 1531]"
0,"[2592, 4279, 2183]","[4891, 4899, 3301]","[4891, 4899, 3301]","[2592, 4279, 8346]","[4891, 4899, 3301]"
1,"[752, 2612, 2478]","[752, 2612, 2478]","[752, 2612, 2478]","[752, 2612, 2478]","[752, 2612, 2478]"
0,"[4888, 5456, 4867]","[4888, 5456, 4867]","[4888, 8927, 9047]","[3152, 4445, 4038]","[4888, 5456, 4867]"
1,"[320, 1450, 3603]","[1498, 1450, 3603]","[320, 1450, 3603]","[1498, 1450, 3603]","[1881, 1689, 2973]"
0,"[9047, 9047, 9047]","[3049, 2811, 1987]","[3049, 2811, 1987]","[3049, 2811, 1987]","[3049, 2811, 1987]"
0,"[5203, 3052, 1593]","[4117, 1778, 1593]","[5049, 2683, 2337]","[4117, 1778, 1593]","[4117, 1778, 1593]"
1,"[571, 2001, 2100]","[571, 2001, 2100]","[571, 2001, 2100]","[571, 2001, 2100]","[2336, 3195, 3466]"
1,"[3328, 6122, 6331]","[8508, 6122, 6331]","[3328, 6122, 9047]","[3328, 6122, 6331]","[3328, 6122, 6331]"
0,"[4471, 7709, 7814]","[4471, 7709, 9047]","[1797, 6699, 7015]","[4471, 7709, 7814]","[4471, 7709, 7814]"
1,"[499, 507, 2026]","[499, 507, 2026]","[499, 507, 2026]","[499, 507, 2026]","[802, 969, 2384]"
0,"[1518, 1769, 1717]","[408, 785, 1289]","[1518, 1769, 1717]","[1518, 1769, 1717]","[1518, 1769, 1717]"
0,"[1640, 1055, 1908]","[1260, 840, 2369]","[1640, 1055, 1908]","[1640, 1055, 1908]","[1640, 1055, 1908]"
0,"[2635, 3522, 3981]","[2635, 3522, 3981]","[2546, 4161, 2895]","[2635, 3522, 2416]","[2635, 8444, 8040]"
0,"[927, 107, 2648]","[927, 107, 2648]","[8683, 8334, 3198]","[1282, 400, 3198]","[1282, 400, 3198]"
1,"[927, 107, 2648]","[927, 107, 2648]","[927, 107, 2648]","[927, 107, 2648]","[1282, 400, 3198]"
0,"[7397, 4087, 1068]","[8795, 4087, 1068]","[7570, 4235, 1692]","[7397, 4087, 9047]","[7397, 4087, 9047]"
0,"[1220, 1260, 840]","[1220, 1640, 1055]","[1220, 1260, 840]","[3575, 4381, 4081]","[1220, 1640, 1055]"
0,"[2592, 4279, 2183]","[4891, 4899, 3301]","[4891, 4899, 3301]","[4891, 4899, 3301]","[4891, 4899, 3301]"
1,"[1372, 819, 8]","[1372, 819, 8]","[1372, 819, 8]","[1372, 819, 8]","[2325, 1839, 1094]"
0,"[2184, 1771, 8030]","[2184, 1771, 1470]","[8491, 8333, 1470]","[2184, 1771, 1470]","[2654, 1043, 853]"
0,"[683, 726, 740]","[2429, 1766, 1814]","[683, 726, 740]","[683, 726, 740]","[973, 1063, 783]"
0,"[402, 568, 224]","[402, 568, 224]","[402, 568, 224]","[647, 1064, 775]","[402, 568, 224]"
1,"[1528, 61, 36]","[1528, 61, 36]","[1831, 187, 115]","[1528, 61, 36]","[1528, 61, 36]"
0,"[3117, 3260, 327]","[3117, 3260, 327]","[4078, 3737, 1095]","[3117, 3260, 327]","[3117, 3260, 327]"
0,"[4594, 4702, 922]","[4594, 4702, 922]","[4594, 4702, 922]","[2903, 4081, 626]","[4594, 4702, 922]"
0,"[58, 777, 2088]","[3, 217, 1588]","[3, 217, 1588]","[3, 217, 1588]","[3, 217, 1588]"
0,"[1859, 1233, 512]","[1859, 1233, 512]","[3163, 2822, 2109]","[8187, 9002, 2109]","[3163, 2822, 2109]"
1,"[4285, 2197, 257]","[4285, 2197, 257]","[4285, 2197, 257]","[4842, 3853, 2668]","[4842, 3853, 2668]"
0,"[499, 507, 2026]","[802, 969, 2384]","[499, 507, 2026]","[499, 507, 2026]","[802, 969, 2384]"
0,"[1284, 2683, 320]","[1284, 2683, 320]","[9047, 9047, 9047]","[9047, 9047, 9047]","[1851, 3598, 1498]"
0,"[2642, 1513, 1984]","[2642, 1513, 1984]","[4339, 3892, 4898]","[2642, 1513, 3722]","[2642, 1513, 1984]"
0,"[1970, 2674, 4189]","[1574, 2183, 3837]","[1970, 2674, 4189]","[8718, 2674, 4189]","[1970, 2674, 4189]"
0,"[1943, 3416, 3714]","[1943, 3416, 3714]","[1943, 3416, 3714]","[2092, 4115, 4553]","[1943, 3416, 3714]"
1,"[926, 1680, 363]","[926, 1680, 363]","[926, 1680, 363]","[926, 1680, 363]","[1080, 1518, 753]"
0,"[5535, 2820, 928]","[4644, 734, 532]","[4644, 734, 532]","[4644, 734, 532]","[4644, 734, 532]"
1,"[389, 1533, 6309]","[389, 1533, 6309]","[389, 1533, 6309]","[389, 1533, 6309]","[588, 2168, 6521]"
0,"[1584, 1372, 8237]","[1584, 1372, 819]","[1584, 1372, 819]","[690, 191, 213]","[1584, 1372, 819]"
0,"[2079, 4465, 363]","[2340, 4449, 753]","[2079, 4465, 363]","[2079, 4465, 363]","[2079, 4465, 857]"
0,"[703, 2109, 305]","[703, 2109, 305]","[874, 2144, 563]","[703, 2109, 305]","[703, 2109, 305]"
0,"[8053, 8672, 1151]","[1139, 8074, 8565]","[1139, 8074, 8565]","[1139, 385, 1151]","[1248, 409, 1552]"
0,"[8022, 8935, 2369]","[1260, 840, 2369]","[1640, 1055, 1908]","[1640, 1055, 1908]","[1640, 1055, 1908]"
1,"[7745, 5114, 3809]","[7745, 5114, 3809]","[7745, 5114, 3809]","[7745, 5114, 3809]","[7745, 5114, 3809]"
0,"[1139, 8074, 8565]","[1139, 8074, 8565]","[1139, 8074, 8565]","[1139, 385, 1151]","[1248, 409, 1552]"
0,"[4812, 3018, 3962]","[4337, 2937, 3447]","[4812, 3018, 3962]","[4812, 3018, 3962]","[4812, 3018, 3962]"
1,"[552, 602, 1017]","[552, 602, 1017]","[552, 602, 1017]","[552, 602, 1017]","[552, 602, 1017]"
1,"[1374, 2733, 63]","[1374, 2733, 63]","[1374, 2733, 63]","[1374, 2733, 63]","[3795, 5204, 1988]"
0,"[4518, 3729, 5495]","[4518, 3729, 5495]","[2950, 2844, 4120]","[4518, 3729, 5495]","[4518, 3729, 5495]"
0,"[4124, 2811, 1581]","[4124, 2811, 1581]","[4124, 2811, 1581]","[4579, 3158, 2395]","[4124, 2811, 1581]"
0,"[4832, 2580, 2929]","[4832, 2580, 3115]","[4832, 2580, 3115]","[4832, 2580, 8135]","[3843, 2192, 4535]"
1,"[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 2334]","[3115, 1098, 376]"
0,"[4832, 2580, 2929]","[6117, 2580, 2929]","[4832, 2580, 8135]","[4832, 2580, 5357]","[3843, 2192, 4535]"
1,"[3809, 4067, 4496]","[3809, 8559, 8035]","[3809, 4067, 4496]","[3809, 4067, 4496]","[3809, 4067, 4496]"
1,"[1528, 61, 36]","[1528, 61, 36]","[1528, 61, 36]","[1528, 61, 36]","[762, 7, 36]"
1,"[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 2334]","[2561, 2020, 2334]","[2929, 2020, 2334]"
0,"[2877, 4909, 2861]","[2877, 4909, 2861]","[2877, 4909, 2861]","[2700, 4222, 2328]","[2877, 4909, 2861]"
0,"[927, 107, 2648]","[927, 107, 2648]","[1282, 400, 8457]","[927, 107, 2648]","[1282, 400, 3198]"
0,"[7355, 4558, 582]","[7481, 4644, 734]","[8997, 4644, 734]","[7481, 4644, 734]","[7481, 4644, 734]"
0,"[927, 107, 2648]","[927, 107, 2648]","[927, 107, 2648]","[927, 107, 2648]","[1282, 400, 3198]"
0,"[2156, 2417, 3413]","[8643, 2417, 3413]","[2156, 2417, 3413]","[9047, 8822, 3413]","[3000, 3749, 2418]"
1,"[2079, 4465, 363]","[2079, 4465, 363]","[2079, 4465, 363]","[2079, 4465, 363]","[2079, 4465, 363]"
0,"[2929, 2020, 2334]","[5357, 4004, 9047]","[5357, 4004, 4213]","[2929, 2020, 2334]","[5357, 4004, 4213]"
0,"[1035, 4755, 2635]","[1841, 5740, 4266]","[1035, 4755, 2635]","[360, 3744, 2546]","[360, 3744, 2635]"
0,"[2929, 2020, 2334]","[2929, 2020, 2334]","[5357, 4004, 4213]","[2929, 2020, 8293]","[2929, 2020, 2334]"
1,"[2929, 2020, 2334]","[2929, 2020, 2334]","[5357, 4004, 4213]","[5357, 4004, 4213]","[2929, 2020, 2334]"
0,"[2683, 2337, 6521]","[2683, 2337, 6521]","[2208, 1837, 6755]","[1778, 1593, 6521]","[1778, 1593, 6521]"
0,"[2735, 3987, 3209]","[2735, 3987, 3209]","[3212, 4234, 3526]","[2735, 3987, 3209]","[2735, 3987, 3209]"
0,"[2582, 904, 579]","[3293, 1658, 842]","[3293, 1658, 842]","[2582, 904, 579]","[2582, 904, 579]"
1,"[542, 3007, 3748]","[542, 3007, 3748]","[542, 3007, 3748]","[542, 3007, 3748]","[542, 2517, 2861]"
0,"[3207, 2217, 2450]","[3120, 1983, 2294]","[3207, 2217, 2450]","[3207, 2217, 2450]","[3207, 2217, 2450]"
1,"[118, 50, 391]","[118, 50, 391]","[118, 50, 391]","[118, 50, 391]","[118, 50, 391]"
1,"[5437, 7046, 6282]","[5437, 7046, 6282]","[5437, 7046, 6282]","[8877, 7046, 6282]","[5437, 7046, 6282]"
1,"[777, 1646, 1472]","[777, 1646, 1472]","[777, 1646, 1472]","[777, 1646, 1472]","[777, 1646, 1472]"
0,"[3496, 804, 571]","[3496, 804, 571]","[3449, 1108, 924]","[3496, 804, 571]","[3496, 804, 571]"
0,"[2664, 4093, 4738]","[2664, 4093, 4738]","[2664, 4093, 8970]","[3648, 5058, 5770]","[3648, 5058, 5770]"
0,"[327, 242, 582]","[327, 242, 582]","[327, 242, 582]","[575, 362, 734]","[327, 242, 582]"
0,"[749, 1033, 1595]","[4067, 3698, 3709]","[4067, 3698, 3709]","[4067, 3698, 3709]","[4067, 3698, 3709]"
0,"[8731, 8901, 1581]","[4124, 2811, 1581]","[4124, 2811, 1581]","[4579, 3158, 2395]","[4579, 3158, 2395]"
0,"[5273, 4340, 7037]","[5273, 4340, 7037]","[3217, 1780, 5409]","[5273, 4340, 7037]","[5273, 4340, 7037]"
0,"[777, 1646, 1472]","[777, 1646, 1472]","[713, 1129, 388]","[713, 1129, 388]","[713, 1129, 388]"
0,"[1584, 1372, 819]","[1584, 1372, 819]","[1584, 1372, 8237]","[690, 191, 213]","[1584, 1372, 819]"
0,"[1507, 462, 354]","[1507, 462, 354]","[1507, 462, 354]","[1507, 462, 354]","[1062, 130, 38]"
0,"[1260, 840, 2369]","[1260, 840, 2369]","[1260, 840, 2369]","[1640, 1065, 1480]","[1640, 1055, 1908]"
1,"[2102, 1646, 6367]","[2102, 1646, 6367]","[2102, 1646, 6367]","[2102, 1646, 6367]","[2102, 1646, 6367]"
0,"[1507, 462, 354]","[1507, 462, 354]","[1062, 130, 38]","[1062, 130, 38]","[1507, 462, 354]"
1,"[7972, 7643, 4012]","[7972, 7643, 4012]","[7972, 7643, 4012]","[7972, 7643, 4012]","[7707, 6340, 1103]"
1,"[3153, 4117, 1778]","[3153, 4117, 1778]","[3153, 4117, 1778]","[3153, 4117, 1778]","[3153, 4117, 1778]"
0,"[1943, 3416, 3714]","[1943, 3416, 3714]","[1184, 2285, 2366]","[1943, 3416, 3714]","[1943, 3416, 3714]"
0,"[5189, 5771, 6183]","[5189, 5771, 6183]","[5189, 5771, 6183]","[824, 1211, 1444]","[5189, 5771, 6183]"
1,"[354, 424, 842]","[354, 424, 842]","[354, 424, 842]","[8193, 424, 842]","[399, 387, 976]"
0,"[1954, 2554, 2341]","[1954, 2554, 2341]","[1954, 2554, 2341]","[993, 2369, 3478]","[1665, 2554, 2341]"
0,"[1269, 1528, 61]","[1269, 1528, 61]","[1269, 1528, 61]","[965, 762, 7]","[1269, 1831, 187]"
1,"[289, 2285, 2366]","[289, 2285, 2366]","[289, 2285, 2366]","[289, 2285, 2366]","[121, 1629, 2199]"
0,"[2929, 2020, 2334]","[3115, 1098, 8196]","[3115, 1098, 376]","[3115, 1098, 376]","[3115, 1098, 376]"
1,"[304, 146, 958]","[304, 146, 958]","[304, 146, 958]","[304, 146, 958]","[304, 146, 958]"
0,"[4552, 4230, 3052]","[4552, 4230, 3052]","[4552, 4230, 3052]","[3755, 4266, 2395]","[4552, 4230, 3052]"
0,"[4067, 3698, 3709]","[749, 1033, 1595]","[4067, 3698, 3709]","[4067, 3698, 3709]","[4067, 3698, 3709]"
0,"[288, 98, 76]","[1159, 783, 642]","[288, 98, 76]","[288, 98, 76]","[288, 98, 76]"
0,"[3413, 7039, 7090]","[3413, 7039, 7090]","[3413, 7039, 7090]","[5818, 7776, 7869]","[3413, 7039, 7090]"
0,"[1507, 462, 354]","[1062, 130, 38]","[1507, 462, 354]","[1507, 462, 354]","[1507, 2535, 3026]"
0,"[1734, 1681, 489]","[4744, 9047, 8325]","[1734, 1681, 489]","[1734, 1681, 489]","[1734, 1681, 458]"
0,"[2410, 4051, 1734]","[2106, 3311, 2128]","[2410, 4051, 1734]","[2410, 4051, 1734]","[2410, 4051, 1734]"
0,"[7521, 7397, 4087]","[7521, 7397, 4087]","[7521, 7397, 4087]","[5971, 5954, 1149]","[7521, 7397, 4087]"
0,"[1680, 363, 1716]","[1680, 363, 1716]","[681, 132, 712]","[1680, 363, 1716]","[1680, 363, 1716]"
0,"[552, 602, 1017]","[552, 602, 1017]","[552, 602, 1017]","[2149, 1908, 1952]","[552, 602, 1017]"
0,"[8141, 8016, 2183]","[4891, 4899, 3301]","[4891, 4899, 3301]","[4891, 4899, 3301]","[4891, 4899, 3301]"
0,"[1220, 1260, 840]","[1220, 1260, 840]","[3575, 4381, 4081]","[1220, 1640, 1055]","[1220, 1640, 1055]"
1,"[1662, 468, 609]","[1662, 468, 609]","[1662, 468, 609]","[1662, 468, 609]","[590, 96, 123]"
0,"[1647, 3517, 5022]","[624, 1697, 3689]","[1647, 3517, 5022]","[1647, 3517, 5022]","[1647, 3517, 5022]"
0,"[2336, 3195, 3466]","[571, 2001, 2100]","[571, 2001, 2100]","[571, 2001, 2100]","[571, 2001, 2100]"
0,"[2929, 2020, 2334]","[2929, 2020, 2334]","[5357, 4004, 9047]","[2929, 2020, 2334]","[2929, 2020, 2334]"
0,"[660, 642, 1591]","[660, 642, 1591]","[660, 642, 1591]","[1028, 1429, 2934]","[660, 642, 1591]"
1,"[47, 542, 1466]","[47, 542, 1466]","[47, 542, 1466]","[47, 542, 1466]","[263, 1354, 2007]"
0,"[927, 107, 2648]","[927, 107, 2648]","[1282, 400, 3198]","[927, 107, 8107]","[1282, 400, 3198]"
0,"[2592, 8638, 8001]","[8141, 8295, 8131]","[4891, 4899, 3301]","[4891, 4899, 3301]","[4891, 4899, 3301]"
0,"[1518, 1769, 1717]","[1518, 1769, 1717]","[429, 414, 400]","[1518, 1769, 1717]","[1518, 1769, 1717]"
0,"[2184, 1771, 1470]","[2184, 1771, 1470]","[2184, 1771, 1470]","[8187, 8333, 1470]","[2654, 1043, 853]"
0,"[1033, 1166, 132]","[1033, 1166, 132]","[1683, 1050, 260]","[1033, 1166, 132]","[1033, 1166, 132]"
0,"[1272, 2461, 2469]","[1272, 2461, 2469]","[1272, 2461, 2469]","[1567, 3416, 3472]","[1272, 2461, 2469]"
0,"[8333, 1260, 840]","[2881, 3468, 2831]","[1220, 1260, 840]","[1220, 1640, 1055]","[1220, 1640, 1055]"
0,"[2184, 1771, 1470]","[2184, 1771, 1470]","[8533, 1771, 8030]","[2654, 1043, 853]","[2654, 1043, 853]"
1,"[352, 1628, 1871]","[352, 1628, 1871]","[352, 1628, 1871]","[352, 1628, 1871]","[352, 1628, 1871]"
0,"[1220, 1260, 840]","[1220, 1260, 840]","[1220, 1640, 1055]","[1671, 3092, 1757]","[1220, 1640, 1055]"
0,"[683, 726, 740]","[683, 726, 740]","[8038, 8163, 740]","[683, 726, 740]","[973, 1063, 783]"
1,"[477, 2671, 2854]","[477, 2671, 2854]","[477, 2671, 2854]","[477, 2671, 2854]","[477, 2671, 2854]"
0,"[1518, 1769, 1717]","[1518, 1769, 1717]","[1518, 1769, 1717]","[429, 414, 400]","[1518, 1769, 1717]"
1,"[1498, 1450, 3603]","[320, 1450, 3603]","[1498, 1450, 3603]","[1498, 1450, 3603]","[1881, 1689, 2973]"
0,"[4832, 2580, 2929]","[4832, 2580, 5357]","[4832, 2580, 2929]","[8733, 2192, 4535]","[3843, 2192, 4535]"
0,"[2881, 3468, 2831]","[1220, 1260, 840]","[1220, 1640, 1055]","[1220, 1640, 1055]","[1220, 1640, 1055]"
0,"[4471, 7709, 7814]","[4471, 7709, 7814]","[1797, 6699, 7015]","[4471, 7709, 7814]","[4471, 7709, 7814]"
0,"[1209, 3761, 3620]","[1209, 3761, 3620]","[8019, 8695, 3620]","[2203, 3417, 3551]","[1209, 3761, 3620]"
